customer_msg,brand_reply
"I wasted my valuable time for placing a order,finally I placed but Amazon was cancelled simply. Is this the business strategy.","Sorry for the trouble. You should have received an email with the reason of cancellation, please check and revert. ^HN"
"Hi, can Amazon Gift Cards b used to make payments for any purchases made thru Amazon mobile app?","Yes, the gift cards once redeemed on the account can be used for all purchases through the app. For more information, please refer here: https://t.co/CoPGT651lw. ^AP"
Its october 7th. Where is my case???? https://t.co/Yz3Kzpplgx,"I'm so sorry we haven't delivered your order yet, Nathan! Who was the seller, Amazon/third-party? https://t.co/Y5jpI9gRhE ^FR"
Hi @AmazonHelp it seems your chat helpers have been helpless this past week so can I speak to someone who knows what they are talking about please and thank you? I'm very frustrated right now,"I'm sorry about the poor experience! We would definitely love to assist you. Without providing any personal account information, could you explain what has happened? ^GP"
My package was supposed to be here on the 9th! The app is telling me that y'all tried to give it to me but I didn't respond?,"Oh no! That's not what we want to hear. So we can relay the correct information, could you tell us who the carrier for this delivery was? You can find it here: https://t.co/Y5jpI9gRhE ^ZW"
I need help! I have a charge on my CC that doesn't match up to any orders and website is NOT helping me. Can someone please contact me? Thank you!,"I'm sorry for the frustration! I recommend these tips: https://t.co/KQfIL4VNIH If you need further assistance, please reach us via phone or chat here: https://t.co/3pBuw1SV0L ^SJ"
i have received msg from hp/paybal . conngratz rs. 5000 has been credited to your amazon pay balance wallet . but i check my amazon pay balance wallet . no balance credit in my a/c . fake msg send by amazon.,"The message you received wasn't from Amazon.in. We recommend that you delete the message/ do not respond. For your protection, do not respond to it, and do not open any attachments or click any links it contains. ^PJ"
How is a company the size of @115830 still able to source FAKE products &amp; sell them is beyond me!!! Bought a replacement #Samsung phone charger which does NOT work!!! Causing my phone to run out of battery &amp; my alarm not to go off leading me to be late to work!!! @AmazonHelp,Do you know if the phone charger was directly sold by Amazon or a seller? ^CN https://t.co/aaDyEz1VgE
Very mid-leading add within @115830 app ... shows a ‘100 day trial’ so would expect that can take advantage of it ... but no ... says you would have had to purchase months ago! Last end purchase date was 100+ days ago ... so not even relevant! https://t.co/WGspM3xl3d,"Hi, would you be able to share with us a direct link to this. We would like to have a look as to why the promotion is not working. ^CR"
oh @116316 why do you delete all of my locally stored books from the kindle app with every other update? That's super annoying.,"hi, it`s a complete new installation. Thanks for your feedback, i`ll pass it on. ^AK"
what the hell is this? saree???? can u see what has been searched for? has your search algorithm gone for a toss? https://t.co/gvl9hz49Ke,Thanks for flagging this. I'll forward it internally to get it reviewed. ^PS
It is very sad and disgusting . None.. Amazon flipcart none are delivering to DARJEELING hill. Feels isolated,not be able to ship products to all pincodes. I'll forward your feedback to the team concerned for review. 2/2 ^HD
I have 6 pounds of Amish popcorn kernels being delivered today this is me living my best life,"Uh oh! We'd love to help with this! Without including account information, could you tell us more about what's happened?^ML"
"Dear @115821, if you listen and/or care, when you cancel my order, at least have the courtesy of showing it under “Cancelled Orders”. 😡","I'm very sorry for this experience. Which Amazon site was this order placed on:.com, co.uk, or a different one? ^DO"
Hi folks - bought Exorcist S2 but it's only starting from episode 3? How do I get eps 1 and 2?,"We'd like to look into this for you. At your earliest convenience, please contact us here: https://t.co/JzP7hlA23B ^LI"
"account hacked , my email account linked with amazon changed without authorisation. Need immediate help.",team here: https://t.co/6gfL3NWAwC and we'll be happy to help. 2/2 ^SH
So incredibly pissed with @115821 right now. I paid extra to expedite shipping on shirts I was surprising my family w/ for thanksgiving only to find out they won’t be here until Friday. #livid,"Amy, I am sorry to hear the shirts won't be arriving as expected. We don't want to disappoint you, or any customer. Will we miss the date provided in your order confirmation e-mail? You can check that here: https://t.co/wJzWl7tbSu We want to help if possible! ^EA"
why are you launching echo plus 2 months after the echo and the echo dot. Really hate waiting.,Are you referring to the time period between placing and shipping your echo ? Please keep us posted. ^RI
"Hey @115830, I’ve been waiting 4 months for an order and it won’t let me cancel it. What do I do please? https://t.co/H7So3ZvfVD",I'm so sorry for the trouble with your order. Please contact us here: https://t.co/JzP7hlA23B so we can look into this further with you. ^CO
Return tracking id 710394154356 @115821 take care of future packing issues from the seller. I think product got damaged due to poor packing https://t.co/WKgVttLI1Q,"Thanks for bringing this to our notice, Prateek. I'll ensure that your feedback is passed on to the appropriate team. ^NK"
once I started calling your Reps and Tweeting you I have been banned from leaving ANY product reviews. No reason! #PrimeMember,I'm sorry for the frustration! Have you received any e-mails regarding any reviews you've placed? ^EB
Gotta say I'm super impressed with @115821's customer service. On a mp3 download issue took less than a minute to resolve.,It's awesome to hear we were able to help so quickly! 😁 We all hope you enjoy the rest of the weekend! ^EP
you guys will one day get your retribution. How can you say this “Delivered: Your package with The Book of Chocolate Saints. More info at” when you haven’t delivered it!!!!!!! Your delivery guys say “oh when we get it in hand to deliver it is considered as delivers”!,Apologies for the inconvenience that you had to face with the deliveries. Has this been reported to the support team yet? You may connect with the support team from here https://t.co/TxK11znixD and the team will do the needful to help. ^KK
"UPS is not capable of delivering to my address. Please use USPS whenever possible, they are so superior it's not even funny","I'm sorry to hear you're having troubles with a carrier! Have you contacted them to investigate? If so, what was advised? ^FR"
not impressed by your driver leaving my door within 6 seconds of knocking Despite my note explaining I've just had spine surgery!,Very sorry to hear this. Was the parcel delivered to you ? ^CR
not impressed with the service after preordering way back in April &amp; still haven’t received it a day after it’s release date,Very sorry to hear this! What is the latest order status shown here: https://t.co/aaDyEzjw8c ? ^TH
I have never received this order. Never signed. How come this was delivered to the customer directly? This is fraud...I need my money back. https://t.co/peDYXktzGX,We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.^CB
Man @115828 has become the most inept release day delivery service out there. What happened? You used to be the industry leader.,Sorry to hear this. Has any reason been given for the delay? ^KM
"now wanting me to go thru tedious ""investigation"" process over their &amp; @115830 major crap service over the weekend: even though this will have no beneficial effect on me whatsoever!","Without posting account info, can you explain your issue in more detail? ^CN"
Seriously @115821 what door number is this? Your drivers need to write a bit better 14? 15? 17? https://t.co/QtJT7ZR3r4,"I'm sorry, Rach! Were you able to retrieve your parcel from your neighbour? Please let us know! ^LB"
I'm a Amazon Prime member and if I purchased something that was fullfilled by Amazon and want to returned the items. Do I have to pay for shipping for the returned?,"Thanks for reaching out! If you don't mind, can you let us know why you're returning your item? Let's review our Returns Policy here: https://t.co/NJaX50IqmS ^FD"
how many times do i need to tell Alexa i don’t like coldplay before she stops playing coldplay songs in your playlists? current count: 684.,Sorry to hear your not a fan. Here's information on how you can create your own playlists: https://t.co/qaAhZ1wPhG ^MI
need support on order no 171-7352190-1637951. Size is very small need replacement or return,don’t provide your order details as we consider them to be personal information. Our Twitter page is visible to public. 2/2 ^SB
Is there a way to disable Alexas notifications for packages ment to be Xmas surprises? #amazonecho #tech @AmazonHelp @115821 @115833,"You can edit the notifications in the Alexa app. From the menu, select Settings &gt; Notifications &gt; Shopping Notifications. ^RA"
Please see the no. of complaints that #amazonindia has had in this week alone. They spoilt our diwali gifts not reaching on time,"Hi Rohit, could you please help us with your concern so we could look into it? ^HK"
A msg to anyone that has an amazon account! @115821 @115830 @AmazonHelp took £79.99 of us by signing us upto amazon prime without consent,I'm sorry for the unexpected charge! You can cancel for a refund here: https://t.co/0cMxpHhl1e ^AH
"It's very shameful on your part @115850, promising a day delivery and not even giving the agent's number, just to fool the customers. https://t.co/11Xyzg0epQ",into it and get back to you soon. Appreciate your patience. (2/2) ^MO
Plz help me @115850 I saw a job advertisement for the post of amazon supervisor on @29757 when i called them they offering jobs to freshers but to get this job they asked me to deposit 1550₹ in delhi for uniform charges. Is this genuine or fraud? I hv attached their msg https://t.co/cRJ0oZS9EZ,Amazon is an equal opportunity employer. Amazon or its Recruitment Partners do not charge any fee or security deposit from the candidate for offering employment. ^RW
customer support is doing it’s very best to ruin Halloween in my household,"Hi, sorry to hear that. Can you tell us a bit more without sharing any personal or account info? ^JJ"
I messed up on an Amazon return for a pair of boots over 200$ and they’re manually making sure I get my refund! I’m so please with their customer service! Thanks @115821 🤗🙌🏼🤗,Woot woot! So glad we were able to assist and make sure you had a great experience! 😁 ^MT
ordered on Wednesday. Selected free 1 day shipping and still hasn’t arrived. Don’t offer 1 day shipping if you can’t deliver https://t.co/vKToyFidbY,Hi Kyle - the order status advises before 16 Nov - is there any tracking available for the carrier yet ? ^TD
ya’ll fucked my order up and i needed it yesterday🙃,"I'm sorry for the trouble! Have we missed the delivery date for one of your current orders? If so, have you received any updates: https://t.co/Y5jpI9gRhE ^LR"
"ur filter on app is pathetic. Whenevr I select mobile in department and sort price frm low to high, it starts shwing mobile accessories, same happnd when I searchd wshng mchins, it shwd pipe. This is not d case with Flipkart's filter",That seems to be strange. I'll be sure to pass on this internally to the concerned team for a review. ^GD
look forward to your partnership with @47431 @47432,Please connect with our support team here: https://t.co/2t6DQoUmNZ for better assistance on it. ^RW
Dear @115830 thanks you have just ruined my daughters Christmas.....why would you deliver something without packaging...1. Left outside and is now damp 2. My daughter has now seen what she is getting for Xmas and is in tears! Thank you and Merry Christmas!,"Oh no! I'm sorry for the troubles with delivery! This is never the experience we want to happen. Just to clarify, was the item damaged due to the dampness? Also, please provide packaging feedback here: https://t.co/YZRB0OWnR8. We're always looking to improve. ^AL"
Order Details - Ordered on 1 October 2017 Order# 405-4239698-8457130. Please help!,"Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^HA"
Really need your delivery drivers to AT LEAST knock on the door when dropping off packages. 😒,Sorry to hear about this. Who was the carrier of your order? You can find the carrier info on your order here: https://t.co/Y5jpI9gRhE. ^MI
I'm really annoyed. I've been placing orders for CHRISTMAS gifts. They are not all being sent in boxes. Why not? One of the items I actually returned and reordered because I wanted it protected in shipping. 2nd one was shipped the same way. It will be returned too.,"I'm sorry for the frustration, Jen! Some items are shipped in the manufacturer's box, &amp; this will be explained on the product detail page. If available for the item, you can mark ""Ship in Amazon box"" on the checkout page if you don't wish to reveal the contents. ^WJ"
"As expected, the @115850 delivery boy attempted delivery of the product at 8.45 PM after constantly telling them that I will NOT be there post 5 PM. So harrowed with this experience. All they will say is sorry which means shit at this point.",Sorry for the hassle Rahul. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
Amazon winner list?? @115821 #AmazonRechargesQuiz either real or not,The contest was genuine &amp; we are working towards releasing the results soon. ^MJ
purchsd 30 items.. Item listed on website is frm philips.. Recvd a cheap local product.. Its a #fraud #cheating to customers https://t.co/eFV6frjQLl,"Sorry about the mix up. Please report this to our support team here: https://t.co/vlvfJr4nN9, we'll be sure to help. ^SA"
my cashback is nt yet credited till now for my samsung phone c7 pro,"I'm sorry to know that. We'd like to have this checked, may I know which cashback offer you're referring to ? ^EM"
"My @115821 order has been ""arriving today"" for 2 days now. Interesting.",I'm sorry you haven't received your order yet! Which carrier was scheduled to deliver your package? You can check here: https://t.co/Y5jpI9gRhE ^TN
can you please tell me why money has been taken from my account when I haven’t ordered anything?? 😤🤔,"I'm sorry for the inconvenience! We'd like to look into this with you, please reach us here: https://t.co/JzP7hlA23B ^DW"
My @115821 package was stolen today..,Oh no! Please give us a call here: https://t.co/hApLpMlfHN so we can look into this with you! ^TR
"keep getting emails saying I ow £179 for Amazon Prime but I've never signed up to it, asuming it's scam and not from you",Good call. Thanks for posting Sammy. Here's a link to our page that helps identify fake emails: https://t.co/2cIEriTPqy ^EM
what's the deal with prime delivery lately! All day said it would b here by 8pm... now says by the 11th! This is the 2nd package this has happened to me... why pay for prime if it's not guaranteed anymore... 😡,"I'm sorry to hear about the delay with your order! We'd like to help the best we can. Just to confirm, who's the carrier listed for your package here: https://t.co/Y5jpI9gRhE? ^ HC"
Was just notified that my @115821 package was delivered - handed directly to a resident.,Was someone home to receive your package? Who is the carrier assigned for the delivery: https://t.co/PCtircFm5C? ^GL
"bought a power bank few months ago, used twice and now it won’t charge. Seen loads of other reviews same problem, what do I do?",Have you been in touch with the manufacturer?^CD
I have a complaint. Can you provide me an administrator email address,We are here for your assistance. Please let us know what went wrong and we will be happy to help you accordingly. ^KS
"Thanks @115821 for sending me not only the wrong brand item I ordered, but a different brand that ISNT EVEN IN ENGLISH FOR ME TO UNDERSTAND WHAT IT IS. Bye","I'm sorry, that was the wrong link provided earlier. You can find more information about your order here instead: https://t.co/h5mHZBQx8U ^CL"
Actual wondered how ave been so skint just looked n amazon prime that a defo never signed up for has been taking money every month :))),We'd be happy to look into this with you. Please reach out to us by phone or chat here: https://t.co/JzP7hlA23B. ^AX
I’m a prime customer and my order is now 2 days overdue,Let's see what is going on. What does your tracking show? You can find it here: https://t.co/aaDyEz1VgE Keep us updated. ^DA
"i order 1 set of ladies suit from ur website, and rec. v. Big box with only duppata &amp; legs cloth pc but no suit cloth pc?why?how?",I'm sorry to know about the situation. Please reach out to us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG
I have already filled it @amazonHelp,"I'm sorry for the mess up, please fill the details in the link provided to you earlier and we'll assist you. ^ SU"
do you guys usually do fool ppl after sale in returning/replacement or you have something personal with me?,We're sorry to hear about your experience. Could you please tell us what went wrong so we could check? ^HK
Account Email was changed to a Russian Email. Amazon requires me to log into that account to access the 'contact us' page? Help?,"So sorry for the frustration, Rorie! So we can better assist you, what is the domain you log into? (.com, .co.uk) ^AD"
"Thanks a lot @115830 for delivering this exactly like this, no box. Not such a surprise for my son now 😡 @AmazonHelp https://t.co/eBE0KHBirN",I'm sorry your order showed up in this manner. Some items may come delivered without extra packaging and this is noted on the detail page: https://t.co/bIpCz9ySeu ^VS
is anyone going to revert back on our product status? We have already filled that form and sent you. 7th Oct was our order date. Call me in the next 5 minutes else will have to escalate it to the next level. Order ID 171-9987170-8021933 .,Please don’t provide your details here as we consider them to be personal information. Our page is visible to public. ^GS
Please take a look at this #whereismymoney #amazonindia #Amazon #disappointed #Frustrating #badcustomerservice https://t.co/4XskFmz3im,Apologies for the hassle. I’d like to help you. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you. ^JS
why do I pay for prime if you can't meet you guaranteed delivery day and time?,"Oh no, George! What was the delivery date we sent in your confirmation email? Please check here: https://t.co/e37LFpjQjr ^BE"
Can I buy Amazon prime with my gift card balance? 🙏🏻,"Great question, Abbie. You can't use an Amazon Gift Card balance to purchase an Amazon Prime membership. You'll need a current, valid payment card to sign up for Amazon Prime. Additional information is available here: https://t.co/376eqKPqXy Hope this helps! ^SK"
Ok. Once again my #order has been mess up. Had the same situation last year. How can the ship date and arrival date be the same.,Hi there! It's not uncommon for an order to arrive the same day it's shipped. Please keep us updated on its arrival. ^WJ
"Need help! Alexa won’t sync my number with her. Was a gift, and that’s why I end up not even using half the services it offers!😩 https://t.co/uzvXVMrKHM",I understand your concern regarding Alexa. Kindly contact us here: https://t.co/rS49hgaADF and we'll assist you accordingly. ^VH
HOW LONG DOES IT TAKE FOR AMAZON TO DELIVER @115821,"Hey, sorry your parcel hasn't arrived yet! Which Amazon site was this purchase made on? ^LB"
Expecting Prime delivery today. Delivery by @116324 They claim it was delivered and that I signed for it. THIS IS NOT TRUE. Please help.,"Terribly sorry for the problems with your order, Julie! Let's see if we can get this sorted: https://t.co/JzP7hlA23B ^JZ"
"u promised 2 deliver the order 2day &amp; U broke it twice, Pathetic service &amp;ur delivery team R Liars ref Tracking # 216238913320","Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2)^SV"
"I ordered 4 quantities of a 5-pack photo frames (so 20 total), but have only received 4 frames in total. Unsure if this is a seller or Amazon issue - how can I get refunded for the 16 paid but missing frames?",Oh no! So sorry you didn't receive the correct quantity! Please contact us here: https://t.co/JzP7hlA23B so we can get this issue resolved for you. ^AD
why does this happen half the time I try to play a video on my @115821 fire stick? https://t.co/tOyPBo764h,Oh no! Have you tried any of these troubleshooting steps? https://t.co/B6obz3Za35 Let us know! ^CN
Waiting in for an Amazon logistics delivery is boring :-(,I'm sorry for the wait! You may be interested in setting a safe place for your future deliveries: https://t.co/BqqTIPyVdL ^RA
time to go back to tradition of actually going to a store to buy what I need since Amazon can’t deliver packages.,"I'm sorry for any trouble! Without personal/account info, could you tell us more about the issue? We're here to help! ^BL"
"(UK) Have an essential parcel (track ID Q22628137883) due today &amp; I received email ""delivery failed"". Why? We've been in all day",I'm sorry you didn't receive your order! Have you reported this to our Customer Support team: https://t.co/JzP7hlA23B? ^ME
Amazon spain customer service have treated me like an stupid and I can't do anything,"Hello, sorry for the trouble this has caused. Could you tell us more about what happened? ^AA"
it is nothing short of amazing how frequently @115821 fails to deliver packages.,I'm sorry to see this! Did you use more than one payment method on the order? You can check your order's refund status here: https://t.co/Y5jpI9gRhE You should have also received an e-mail with the details of your refund. ^DW
u have such irresponsible attitude for cus.i will try to avoid AMAZON For future purchase and will ask same to my dear&amp;near ones https://t.co/luJltRfkWD,I get your concern. I'll be sure to forward your feedback internally for further improvements. ^PS
is this real? Logged into my account and it says I’m not a prime member which would be right? https://t.co/I3kmoNx1v6,Please don't provide any personal information with the link or by replying. More info in Help pg.: https://t.co/K5gKpILshg ^MG
"my Alexa is flashing green and I asked her why said it’s an incoming call or to do with a drop in, can u help it won’t stop?","Hi Alison, have you tried restarting? ^AT"
faild to deliver my order...i had to cancel the order finally.. atleast you should have send a soap or brick..kuch to deliver kart,Sorry for the hassle Abhijeet. I'll surely pass on your feedback to the concerned team internally and we'll work on it. ^HN
hey @115821 you suck and I am angry,"Oh no! We'd like to help, is this regarding a current order shown here: https://t.co/Y5jpI9gRhE? ^AG"
"Hey, you guys want to rush my shipping? All of my computer stuff from Newegg arrived and my Amazon stuff wont br here",Have we missed the delivery date with your order for these parts? What is the current status: https://t.co/Y5jpI9gRhE? ^WM
"plz add Hindi audio feed for ""Man In The High Castle"". Such a good show. Hindi feed will increase viewership.","That is a good idea, Pankaj. We will have this feedback forwarded to the concerned team internally. ^KS"
your delivery people are falsely marking package delivered even thought it is not delivered just to meet delivery promise. Often.,This was unintended from our end. Kindly reach our support team here: https://t.co/vlvfJr4nN9. We'll have it checked. ^GS
Dear @115851 your @115850 is such a fraud and cheater.paid fully.Phon not delvrd nd you send mail its dlvrd.I Calld multiple times 4 refund.nothing happnd.Nw they get abusive. Wow.. Bound to lodge police complaint of cheating n fraud. Amazon.in Order # 403-6619160-6184300,"Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW"
"Hi, pls can you advise what a £7.99 repeating monthly charge is likely to be for? TY",Hi - it could possibly be for a Music or Amazon Video subscription - pls check your account: https://t.co/JPIkFlar84 * &amp; * https://t.co/aJCWGMDsjx ^TD
delivery person number switch off not able to contact. Plz help ORDER # 404-9484007-7074750,Please don’t provide your details as we consider them to be personal information. Our Twitter page is public. ^SA
"Did somebody order something &amp; ship to my address, or did @115821 sent me someone’s package by mistake? 😳",I'm sorry for the unexpected package! Please reach us here: https://t.co/hApLpMlfHN for available options. ^BT
"just bought Mi redmi 4 delivered on 11th Oct just video called friends mic not working, ORDER # 403-9679881-6399538. Pls replace",Apologies for the trouble. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 &amp; we'll look into it. ^EM
hi my order# 171-9562457-0051551 on 16 oct &amp; now prime member and you are saying to deliver it on 4 th Nov??20 days for prime memb,Please don’t provide your details as we consider them to be personal information. Our Twitter page is public. ^SA
When will iPhone X be back in Stock???,Availability of the product depends on stock we receive from the manufacturer/ suppliers. Please stay tuned to our website. ^SV
why is it that the listed price changes after I have made the payment esp in case of 'seller fullfillment',"Oh, that's unusual! We'd like to look into this, kindly connect with us here: https://t.co/vlvfJr4nN9 ^MA"
Ahh but is it really coming today though #amazonprime ? My guaranteed next day delivery has been rattling in the back of a van since Friday https://t.co/i19SeeZyZ1,Apologies - Please reach out: https://t.co/JzP7hlA23B we'll be happy to look into your order further. ^TP
how do I get my money back for something I ordered and never received? I also contacted the seller and never heard back from them..is there a number I can call or something?,"We're happy to help, Cristi! If your order was shipped and sold by one of our sellers, please see the following reference for more information on our A-to-z Guarantee claim: https://t.co/g6SpYgx6CY. I hope this is helpful! ^SD"
"Is it a realistic price for lunch box 81,000 and items is 99% off. Please explain 🤔 https://t.co/TCjPvvsCTn","I understand your concern, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^BA"
Something is wrong. I had a bad @115821 experience and a good @116136 experience. https://t.co/tWUIlsSHCN,"I'm sorry for the trouble with your account! We'd like to help! Have you received any e-mails from us about this? Please check your spam/junk folders as well, as e-mails from our Account Specialists can sometimes be routed there by mistake. ^MB"
why do I pay money for prime and am being asked to tip the prime now delivery driver? #abandonedCart #googleExpress,"I'm so sorry for the frustration, Michael. You can opt out of tipping for Prime Now at checkout for future purchases. ^VF"
is my battlefront 2 supposed to still arrive on 11/14 like when I preordered it in May?,Hi there! Unfortunately we don't have access to your account via Twitter. What does it say here? https://t.co/Y5jpI9gRhE Please let us know! ^JD
hi I’m having trouble with my kindle. My account is registered to home (co.uk) which shows up if I look on my online account but my actual kindle is set to .com and won’t let me do anything!,"Hello, Georgia Sorry you are having problems with your kindle. Here's a link that should point you in the right direction: https://t.co/QwxawqlAba Hope this helps! ^SC"
What can I do about an Amazon Prime next day delivery which is now 2 days late with no updated tracking info? (and no customer help line)?,I'm sorry for the delay. You can reach us by clicking the link and following the prompts: https://t.co/JzP7hlA23B ^EM
Does @115821 prime take longer to ship items during holidays on purpose?,We do our best to meet the delivery date in the order details. Did we miss it on a recent order: https://t.co/PCtircFm5C? ^GL
trying to place order. Amazon is requesting my Amazon Card number. I don’t have a physical card so how can I do that lol,Hi there! You can request the full Amazon Store Card or Amazon Rewards Card number from the associated bank. Which card do you have so we can supply the bank contact info? ^SH
where’s my WWII? Ordered it back in April and it hasn’t come👏🏼 and @ATVIAssist your bonus codes dont work that got sent by email,You can find the delivery date and most recent order/tracking details here: https://t.co/Y5jpI9gRhE ^LI
Nokia 6 launch price was 14999 not 17999...wheres' the deal??? https://t.co/q6UIQfFgRK,"Nevertheless, I'd be sure to pass along your feedback to the concerned team internally. 2/2 ^MA"
Thought about #DiwaliKiTayyari by making a style statement? Get awesome deals on clothing at the #AmazonGreatIndianFestival https://t.co/DmtEol4g4C,"If an order is canceled, a correspondence is sent to the registered email id. Please check the same for more info. ^ZH"
What’s the best way for a customer to share displeasure with your service. Asking for a friend?,"We're happy to help here. Without sharing account details, can you tell us more about what's going on. ^RA"
..So friends BEWARE FROM AMAZON COMPANY ...BCZ MY FRIEND GOT DAMAGE PRODUCT AND FACED MISSING PRODUCT BY COMPANY,us using this link: https://t.co/vlvfJr4nN9 for further assistance. 2/2 ^KH
My order is stuck in transit. You asked me to contact my carrier but never told me who that was... https://t.co/jmh3J1gZFi,Hi Stephanie which site did you place your order with https://t.co/PQPnSFSCPS or another? ^BZ
Spent all my money buying this @9691 4TB external hard disk drive from @115850 😜 Hope it's worth it https://t.co/WoVYW8qD95,We'll make sure the time and money you've spent is worth it. ^NR
When your Amazon Prime Now driver rolls up to the house... holy smell like you smoked all the weed in Washington https://t.co/XEuOtc8Id4,We'd love to look into this. Please provide your information via this secure link: https://t.co/uyDI9r7Vps. ^LH
this was not expected by amazon....my orders are at one location from past 3 days and you people also have blocked my number.,I'm sorry about the order being stuck. Have you escalated this to our support team via the link shared earlier? ^SB
"Amazon recently shifted to shipping its own packages in my area, with AMZL. I thought nothing could be worse than FedEx, I was wrong.","Without providing account sensitive information, could you tell us more about the problem with AMZL? We'd love to help! ^SA"
"Hi! If I make an order through Cash on delivery &amp; upon receiving the product if it doesn't fit me, can I return it then &amp; there?","return request for it within the return window. Further, you can refer here: https://t.co/gYYDFKUNPY for more info. ^VN (2/2)"
this is my order number - 408-4429684-0150740,"Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. (3/3) ^SV"
The Amazon app hasn’t been letting me log into my account for the past month or more. Desktop is fine. You have a solution in the works for this yet?,I'm sorry for the log in issues! Are you getting any error messages? What mobile device are you using? ^EP
"I think @115821's ""targeted marketing"" emails are a little out of control, but this is a whole new low that seems like a phishing scam. https://t.co/9EctTE9ack","We take phishing and spoofing attempts on our customers very seriously. To report it, click here: https://t.co/y48HSVVBhv ^NN"
I was told there was an attempted delivery yesterday which is a lie as there were people in the house all day long...,"This is not the experience we want you to have, Tom. We'd like to take a closer look in real-time here https://t.co/JzP7hlA23B ^FD"
I preordered Star Wars battlefront 2 from Amazon UK and haven’t received the Beta code yet. Any help?,Hello Jamie! When did you place your pre-order? ^JZ
"So, over the last 2 months, @115821 has been days late with 4 deliveries, had one not even show up, and now have delayed a Christmas present that I preordered months ago until after Christmas. Great job there team. Showing why Prime is useless at this point.",Oh no! So sorry for the delays! Have you noticed this delay with any certain carriers? We are here to help! ^AD
Got the Echo today. Loving it so far. When are you planning to get Alexa on fire tv and controlling fire tv from echo?,We haven't made any announcement on this yet. You'll be surely updated once we have it. :) ^NK
Today you have lost another customer. Fed up of your delivery standards. No commitment from customer service too.,Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
"Placed an order with Amazon yesterday and it said that you will receive it by 13:00,pm today.lam still waiting.wheres my order Amazon",I'm sorry for the wait. We deliver until 22:00 daily. Please phone or chat if not received by then: https://t.co/JzP7hlA23B ^AN
Ordered flexible curlers Fri. Supposed to be here today. Just checked on tracking. Says delayed. What’s the point in prime? #pissed @115821,Sorry a delay has occurred! I understand how this is inconvenient. Have you been given a new delivery date? Let us know! ^KJ
"So much for 2 days. Order was out for delivery this AM, said would be here by 8PM &amp; all of a sudden it won’t be here for a few days @115821?",I'm sorry for the delay. Is there a new delivery date confirmed for your order: https://t.co/cZIAVITC4L? ^GM https://t.co/1XyLaGkcaN
Here’s a screenshot. It look kind of fishy so I didn’t click the links. I also reset my password and it looks like the Amazon gift card was refunded. https://t.co/eRkDrEMWXy,"I'm sorry you're having trouble with your account! Without providing account details, can you let us know what information was provided in the e-mail you received? ^JS"
"""Delivery attempted An attempt was made to deliver your package. . Please contact Amazon for next steps"" Perhaps could include more info on how to contact in the message itself. Though no delivery guy turned up.",Sorry about the trouble with the delivery. Kindly reach out to our team here: https://t.co/vlvfJr4nN9 ^GK
Dont need a refund just get the product delivered tomorrow. I already had a product not delivered and refunded this week now I cant buy them,Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
why does it need to be so hard to find a phone number to call you on from Norway ?,2/2 Note: these are not Freephone numbers - please contact your service provider for details on charges. 2/2 ^TD
"&amp; @78574 - please do NOT say ""Alexa"" 20x during a radio piece when u both advertise that we should use our AI to listen to your program.","A couple things you can try, mute the device: https://t.co/MidS8pFhfK or change the wake word: https://t.co/qKho55ocmC ^AN"
I think I broke #Alexa when I asked what the square root of 257.325 is. My Echo Dot reset,"I'm sorry for the inconvenience! Have you tried restarting your device, as well as checking to make sure she isn't muted? You can learn about the light ring color meanings here: https://t.co/rQLawRsPet ^DW"
In what time zone is Cyber Monday going to start?,We have active deals right now! Be sure to keep an eye on this page as more deals are sure to come: https://t.co/av8Lq04C6K! Happy Cyber Monday! ^GM
"Christmas round the corner it’s reassuring that @115830 deliver my new, expensive camera to the wrong house and leave it fully exposed on their front door step as apposed to ‘safe leaving place’. Great job! 😩","My apologies, Andy. If you'd like to leave carrier feedback, please visit us here: https://t.co/JzP7hlA23B ^RB"
"How come *everybody* else you use can figure out how to deliver to the apartment, but it's beyond your #lazership people? #appalled",Oh no! We want to look into this issue for you. Contact us by phone or chat here: https://t.co/hApLpMlfHN Have a good day. ^DA
"hey guys, can I use an amazon gift card on tickets.amazon?","Hi Paul, we don't accept Gift cards but you can find other forms of payments here: https://t.co/EveNU7MdWt ^RS"
"So... I restarted my kindle app, again, &amp; is there any reason why the app is giving me this, @117634 ? https://t.co/TQRquxrUp3",I'm sorry to hear of the trouble! Can you please confirm which platform the Kindle app is installed on? Please let us know! Thanks. ^ST
